subject,body,label,subtype
Reminder: INV-95139 payment pending,"Dear Anjali,

This is a friendly reminder that invoice INV-95139 (₹1,25,000) from Vertex Solutions is still pending payment. Kindly process this urgently, within the hour using the account details previously shared, and send confirmation once done.

Regards,
Amit Joshi",bec,fake_vendor_payment_reminder
Updated payment details for INV-68743,"Dear Deepa,

Please note that our banking details have changed. For invoice INV-68743 (amount ₹22,30,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Orion Manufacturing",bec,vendor_invoice_fraud
Reminder: INV-31229 payment pending,"Dear Meera,

This is a friendly reminder that invoice INV-31229 (₹2,75,500) from Summit Logistics is still pending payment. Kindly process this urgently, within the hour using the account details previously shared, and send confirmation once done.

Regards,
Priya Joshi",bec,fake_vendor_payment_reminder
Second notice - INV-32946 overdue,"Hi Rohit,

We haven't received payment for INV-32946 (₹4,85,000). Please arrange the transfer before close of business today to avoid late fees and account suspension with Orion Manufacturing.

Thanks,
Rajesh Verma",bec,fake_vendor_payment_reminder
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Priya Verma",bec,hr_payroll_redirect
Outstanding invoice INV-98188 - payment overdue,"Hello Rajesh,

Invoice INV-98188 for ₹1,25,000 remains outstanding. Please process payment urgently, within the hour to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Vikram Joshi
BlueRidge Textiles",bec,vendor_invoice_fraud
Compliance action required - INV-61502,"Hello Anjali,

Our compliance review flagged an outstanding settlement (INV-61502, ₹9,60,000) that must be resolved urgently, within the hour to avoid regulatory penalties for Vertex Solutions. Please action this personally.

Regards,
Karan Reddy",bec,fake_legal_compliance_request
Outstanding invoice INV-50492 - payment overdue,"Hello Rohit,

Invoice INV-50492 for ₹4,85,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Karan Bansal
Summit Logistics",bec,vendor_invoice_fraud
Second notice - INV-40972 overdue,"Hi Vikram,

We haven't received payment for INV-40972 (₹1,25,000). Please arrange the transfer immediately to avoid late fees and account suspension with Nova Industries.

Thanks,
Anjali Bansal",bec,fake_vendor_payment_reminder
Confidential - handle personally,"Hi Vikram,

This is confidential, please don't discuss it with anyone else on the team yet. I need $6,200 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Meera Verma",bec,fake_ceo_wire_request
Second notice - INV-40692 overdue,"Hi Sanjay,

We haven't received payment for INV-40692 (₹9,60,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Summit Logistics.

Thanks,
Sunita Sharma",bec,fake_vendor_payment_reminder
Confidential - handle personally,"Hi Rajesh,

This is confidential, please don't discuss it with anyone else on the team yet. I need $6,200 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Sunita Mehta",bec,fake_ceo_wire_request
"Quick request - urgently, within the hour","Hi Meera,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹1,25,000 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Karan Sharma
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Quick request - immediately,"Hi Kavita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account immediately. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sanjay Joshi
CEO, Summit Logistics",bec,fake_ceo_wire_request
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Anjali Gupta",bec,hr_payroll_redirect
Quick request - before end of day,"Hi Rohit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹9,60,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sanjay Iyer
CEO, Vertex Solutions",bec,fake_ceo_wire_request
Second notice - INV-68515 overdue,"Hi Sunita,

We haven't received payment for INV-68515 (₹4,85,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Sunita Verma",bec,fake_vendor_payment_reminder
Confidential - handle personally,"Hi Karan,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Karan Bansal",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Priya,

I'm assisting Priya Sharma on a confidential legal matter regarding Crestline Traders. We need a payment of ₹1,25,000 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Compliance action required - INV-37509,"Hello Neha,

Our compliance review flagged an outstanding settlement (INV-37509, $18,500) that must be resolved as soon as possible to avoid regulatory penalties for Falcon Enterprises. Please action this personally.

Regards,
Meera Verma",bec,fake_legal_compliance_request
Confidential - handle personally,"Hi Amit,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this urgently, within the hour?

Thanks,
Deepa Mehta",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Sanjay,

This is confidential, please don't discuss it with anyone else on the team yet. I need $6,200 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Thanks,
Kavita Iyer",bec,fake_ceo_wire_request
Updated payment details for INV-51359,"Dear Vikram,

Please note that our banking details have changed. For invoice INV-51359 (amount $18,500), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Orion Manufacturing",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Kavita Kapoor",bec,hr_payroll_redirect
Compliance action required - INV-63090,"Hello Sanjay,

Our compliance review flagged an outstanding settlement (INV-63090, $18,500) that must be resolved before end of day to avoid regulatory penalties for Meridian Exports. Please action this personally.

Regards,
Amit Nair",bec,fake_legal_compliance_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Meera Reddy",bec,hr_payroll_redirect
Payroll account change request - before close of business today,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before close of business today so my next paycheck isn't delayed.

Regards,
Deepa Malhotra",bec,hr_payroll_redirect
Compliance action required - INV-58929,"Hello Neha,

Our compliance review flagged an outstanding settlement (INV-58929, ₹2,75,500) that must be resolved before end of day to avoid regulatory penalties for Crestline Traders. Please action this personally.

Regards,
Priya Reddy",bec,fake_legal_compliance_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Arjun Verma",bec,hr_payroll_redirect
Reminder: INV-64890 payment pending,"Dear Deepa,

This is a friendly reminder that invoice INV-64890 (₹1,25,000) from Nova Industries is still pending payment. Kindly process this before end of day using the account details previously shared, and send confirmation once done.

Regards,
Priya Reddy",bec,fake_vendor_payment_reminder
Quick request - before end of day,"Hi Sunita,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Priya Nair
CEO, Nova Industries",bec,fake_ceo_wire_request
"Payroll account change request - urgently, within the hour","Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm urgently, within the hour so my next paycheck isn't delayed.

Regards,
Priya Bansal",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Rohit Verma",bec,hr_payroll_redirect
Outstanding invoice INV-66450 - payment overdue,"Hello Rajesh,

Invoice INV-66450 for ₹1,25,000 remains outstanding. Please process payment before end of day to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Neha Sharma
Crestline Traders",bec,vendor_invoice_fraud
Confidential - handle personally,"Hi Arjun,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹4,85,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Neha Joshi",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Priya,

I'm assisting Vikram Gupta on a confidential legal matter regarding Meridian Exports. We need a payment of $6,200 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Updated payment details for INV-33086,"Dear Arjun,

Please note that our banking details have changed. For invoice INV-33086 (amount $6,200), kindly remit payment to our new account at ICICI Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Falcon Enterprises",bec,vendor_invoice_fraud
Quick request - before close of business today,"Hi Amit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹9,60,000 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Vikram Gupta
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Priya,

I'm assisting Neha Joshi on a confidential legal matter regarding BlueRidge Textiles. We need a payment of ₹1,25,000 processed immediately to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Second notice - INV-82135 overdue,"Hi Neha,

We haven't received payment for INV-82135 (₹4,85,000). Please arrange the transfer before end of day to avoid late fees and account suspension with BlueRidge Textiles.

Thanks,
Deepa Mehta",bec,fake_vendor_payment_reminder
Compliance action required - INV-77425,"Hello Amit,

Our compliance review flagged an outstanding settlement (INV-77425, ₹9,60,000) that must be resolved immediately to avoid regulatory penalties for Crestline Traders. Please action this personally.

Regards,
Neha Bansal",bec,fake_legal_compliance_request
Updated payment details for INV-73464,"Dear Deepa,

Please note that our banking details have changed. For invoice INV-73464 (amount $18,500), kindly remit payment to our new account at ICICI Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Summit Logistics",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Sunita,

I'm assisting Kavita Reddy on a confidential legal matter regarding Vertex Solutions. We need a payment of ₹4,85,000 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Time-sensitive legal matter - your action needed,"Dear Karan,

I'm assisting Kavita Mehta on a confidential legal matter regarding Orion Manufacturing. We need a payment of $6,200 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Outstanding invoice INV-39817 - payment overdue,"Hello Meera,

Invoice INV-39817 for ₹9,60,000 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sanjay Sharma
BlueRidge Textiles",bec,vendor_invoice_fraud
Outstanding invoice INV-49251 - payment overdue,"Hello Arjun,

Invoice INV-49251 for ₹2,75,500 remains outstanding. Please process payment immediately to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Priya Malhotra
BlueRidge Textiles",bec,vendor_invoice_fraud
Updated payment details for INV-74789,"Dear Anjali,

Please note that our banking details have changed. For invoice INV-74789 (amount ₹4,85,000), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Meridian Exports",bec,vendor_invoice_fraud
Reminder: INV-49315 payment pending,"Dear Rohit,

This is a friendly reminder that invoice INV-49315 (₹9,60,000) from BlueRidge Textiles is still pending payment. Kindly process this before end of day using the account details previously shared, and send confirmation once done.

Regards,
Neha Bansal",bec,fake_vendor_payment_reminder
Confidential - handle personally,"Hi Rajesh,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹22,30,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Neha Gupta",bec,fake_ceo_wire_request
Quick request - before end of day,"Hi Arjun,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹1,25,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Vikram Mehta
CEO, Vertex Solutions",bec,fake_ceo_wire_request
Second notice - INV-90698 overdue,"Hi Vikram,

We haven't received payment for INV-90698 (₹12,40,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Crestline Traders.

Thanks,
Sanjay Bansal",bec,fake_vendor_payment_reminder
Reminder: INV-26864 payment pending,"Dear Sanjay,

This is a friendly reminder that invoice INV-26864 (₹12,40,000) from Crestline Traders is still pending payment. Kindly process this immediately using the account details previously shared, and send confirmation once done.

Regards,
Kavita Joshi",bec,fake_vendor_payment_reminder
Quick request - as soon as possible,"Hi Vikram,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹4,85,000 to a new vendor account as soon as possible. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sunita Sharma
CEO, Nova Industries",bec,fake_ceo_wire_request
Reminder: INV-68188 payment pending,"Dear Rajesh,

This is a friendly reminder that invoice INV-68188 (₹1,25,000) from Falcon Enterprises is still pending payment. Kindly process this immediately using the account details previously shared, and send confirmation once done.

Regards,
Anjali Gupta",bec,fake_vendor_payment_reminder
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Neha Choudhary",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Meera Choudhary",bec,hr_payroll_redirect
Outstanding invoice INV-17936 - payment overdue,"Hello Meera,

Invoice INV-17936 for ₹1,25,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Neha Verma
Vertex Solutions",bec,vendor_invoice_fraud
Compliance action required - INV-74178,"Hello Kavita,

Our compliance review flagged an outstanding settlement (INV-74178, ₹2,75,500) that must be resolved urgently, within the hour to avoid regulatory penalties for Summit Logistics. Please action this personally.

Regards,
Rohit Joshi",bec,fake_legal_compliance_request
Updated payment details for INV-51224,"Dear Meera,

Please note that our banking details have changed. For invoice INV-51224 (amount ₹12,40,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Nova Industries",bec,vendor_invoice_fraud
Quick request - before end of day,"Hi Vikram,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹22,30,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Karan Mehta
CEO, Crestline Traders",bec,fake_ceo_wire_request
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Rohit Gupta",bec,hr_payroll_redirect
Quick request - before end of day,"Hi Deepa,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹22,30,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Anjali Choudhary
CEO, Falcon Enterprises",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Rohit,

This is confidential, please don't discuss it with anyone else on the team yet. I need $18,500 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Deepa Sharma",bec,fake_ceo_wire_request
"Quick request - urgently, within the hour","Hi Karan,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹4,85,000 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sanjay Sharma
CEO, Vertex Solutions",bec,fake_ceo_wire_request
Reminder: INV-25907 payment pending,"Dear Deepa,

This is a friendly reminder that invoice INV-25907 ($18,500) from Summit Logistics is still pending payment. Kindly process this before end of day using the account details previously shared, and send confirmation once done.

Regards,
Deepa Bansal",bec,fake_vendor_payment_reminder
Reminder: INV-32349 payment pending,"Dear Anjali,

This is a friendly reminder that invoice INV-32349 (₹22,30,000) from Nova Industries is still pending payment. Kindly process this as soon as possible using the account details previously shared, and send confirmation once done.

Regards,
Sunita Bansal",bec,fake_vendor_payment_reminder
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Rohit Kapoor",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Karan Malhotra",bec,hr_payroll_redirect
Quick request - before close of business today,"Hi Priya,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹2,75,500 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Deepa Mehta
CEO, BlueRidge Textiles",bec,fake_ceo_wire_request
Compliance action required - INV-88231,"Hello Karan,

Our compliance review flagged an outstanding settlement (INV-88231, ₹9,60,000) that must be resolved as soon as possible to avoid regulatory penalties for Vertex Solutions. Please action this personally.

Regards,
Rajesh Choudhary",bec,fake_legal_compliance_request
Payroll account change request - before end of day,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before end of day so my next paycheck isn't delayed.

Regards,
Sanjay Nair",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Priya Gupta",bec,hr_payroll_redirect
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Deepa Verma",bec,hr_payroll_redirect
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Vikram Verma",bec,hr_payroll_redirect
Updated payment details for INV-19710,"Dear Meera,

Please note that our banking details have changed. For invoice INV-19710 (amount ₹22,30,000), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, BlueRidge Textiles",bec,vendor_invoice_fraud
Updated payment details for INV-96706,"Dear Karan,

Please note that our banking details have changed. For invoice INV-96706 (amount $6,200), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Nova Industries",bec,vendor_invoice_fraud
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Sunita Nair",bec,hr_payroll_redirect
"Payroll account change request - urgently, within the hour","Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm urgently, within the hour so my next paycheck isn't delayed.

Regards,
Sunita Choudhary",bec,hr_payroll_redirect
Second notice - INV-54185 overdue,"Hi Amit,

We haven't received payment for INV-54185 (₹4,85,000). Please arrange the transfer urgently, within the hour to avoid late fees and account suspension with Crestline Traders.

Thanks,
Deepa Mehta",bec,fake_vendor_payment_reminder
Outstanding invoice INV-44737 - payment overdue,"Hello Arjun,

Invoice INV-44737 for ₹22,30,000 remains outstanding. Please process payment urgently, within the hour to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Meera Malhotra
Summit Logistics",bec,vendor_invoice_fraud
"Quick request - urgently, within the hour","Hi Rajesh,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Priya Bansal
CEO, Nova Industries",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Kavita,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before end of day?

Thanks,
Rohit Verma",bec,fake_ceo_wire_request
Time-sensitive legal matter - your action needed,"Dear Sanjay,

I'm assisting Arjun Sharma on a confidential legal matter regarding Nova Industries. We need a payment of ₹9,60,000 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Reminder: INV-15930 payment pending,"Dear Amit,

This is a friendly reminder that invoice INV-15930 (₹1,25,000) from Vertex Solutions is still pending payment. Kindly process this before close of business today using the account details previously shared, and send confirmation once done.

Regards,
Vikram Bansal",bec,fake_vendor_payment_reminder
Second notice - INV-98276 overdue,"Hi Deepa,

We haven't received payment for INV-98276 (₹22,30,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Nova Industries.

Thanks,
Sunita Sharma",bec,fake_vendor_payment_reminder
Outstanding invoice INV-18992 - payment overdue,"Hello Rajesh,

Invoice INV-18992 for $18,500 remains outstanding. Please process payment as soon as possible to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Rajesh Nair
Orion Manufacturing",bec,vendor_invoice_fraud
Reminder: INV-75873 payment pending,"Dear Vikram,

This is a friendly reminder that invoice INV-75873 (₹12,40,000) from Crestline Traders is still pending payment. Kindly process this before end of day using the account details previously shared, and send confirmation once done.

Regards,
Amit Malhotra",bec,fake_vendor_payment_reminder
Compliance action required - INV-70505,"Hello Priya,

Our compliance review flagged an outstanding settlement (INV-70505, ₹4,85,000) that must be resolved before end of day to avoid regulatory penalties for Summit Logistics. Please action this personally.

Regards,
Anjali Reddy",bec,fake_legal_compliance_request
Reminder: INV-75911 payment pending,"Dear Neha,

This is a friendly reminder that invoice INV-75911 ($6,200) from Summit Logistics is still pending payment. Kindly process this immediately using the account details previously shared, and send confirmation once done.

Regards,
Amit Joshi",bec,fake_vendor_payment_reminder
Quick request - before end of day,"Hi Priya,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Sanjay Reddy
CEO, Crestline Traders",bec,fake_ceo_wire_request
Updated payment details for INV-69049,"Dear Priya,

Please note that our banking details have changed. For invoice INV-69049 (amount $6,200), kindly remit payment to our new account at Kotak Mahindra Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Orion Manufacturing",bec,vendor_invoice_fraud
Reminder: INV-88966 payment pending,"Dear Arjun,

This is a friendly reminder that invoice INV-88966 ($18,500) from Vertex Solutions is still pending payment. Kindly process this as soon as possible using the account details previously shared, and send confirmation once done.

Regards,
Neha Nair",bec,fake_vendor_payment_reminder
Time-sensitive legal matter - your action needed,"Dear Kavita,

I'm assisting Amit Verma on a confidential legal matter regarding Summit Logistics. We need a payment of ₹9,60,000 processed urgently, within the hour to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Updated payment details for INV-69510,"Dear Kavita,

Please note that our banking details have changed. For invoice INV-69510 (amount ₹9,60,000), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Orion Manufacturing",bec,vendor_invoice_fraud
Second notice - INV-36485 overdue,"Hi Neha,

We haven't received payment for INV-36485 ($18,500). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Crestline Traders.

Thanks,
Kavita Malhotra",bec,fake_vendor_payment_reminder
Time-sensitive legal matter - your action needed,"Dear Deepa,

I'm assisting Priya Bansal on a confidential legal matter regarding Falcon Enterprises. We need a payment of $18,500 processed before end of day to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Arjun Iyer",bec,hr_payroll_redirect
Second notice - INV-24764 overdue,"Hi Sanjay,

We haven't received payment for INV-24764 ($18,500). Please arrange the transfer urgently, within the hour to avoid late fees and account suspension with Falcon Enterprises.

Thanks,
Kavita Gupta",bec,fake_vendor_payment_reminder
Second notice - INV-23133 overdue,"Hi Sunita,

We haven't received payment for INV-23133 (₹4,85,000). Please arrange the transfer before close of business today to avoid late fees and account suspension with Orion Manufacturing.

Thanks,
Sunita Sharma",bec,fake_vendor_payment_reminder
Outstanding invoice INV-12011 - payment overdue,"Hello Anjali,

Invoice INV-12011 for ₹22,30,000 remains outstanding. Please process payment before end of day to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Neha Verma
Falcon Enterprises",bec,vendor_invoice_fraud
Updated payment details for INV-21164,"Dear Rohit,

Please note that our banking details have changed. For invoice INV-21164 (amount ₹9,60,000), kindly remit payment to our new account at ICICI Bank going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Summit Logistics",bec,vendor_invoice_fraud
Time-sensitive legal matter - your action needed,"Dear Vikram,

I'm assisting Meera Bansal on a confidential legal matter regarding Summit Logistics. We need a payment of ₹4,85,000 processed before close of business today to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Quick request - immediately,"Hi Meera,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account immediately. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Karan Iyer
CEO, Orion Manufacturing",bec,fake_ceo_wire_request
Quick request - immediately,"Hi Anjali,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹4,85,000 to a new vendor account immediately. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Kavita Joshi
CEO, Crestline Traders",bec,fake_ceo_wire_request
Confidential - handle personally,"Hi Rohit,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this as soon as possible?

Thanks,
Arjun Malhotra",bec,fake_ceo_wire_request
Second notice - INV-64505 overdue,"Hi Sunita,

We haven't received payment for INV-64505 (₹1,25,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Summit Logistics.

Thanks,
Amit Mehta",bec,fake_vendor_payment_reminder
Payroll account change request - as soon as possible,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Regards,
Amit Verma",bec,hr_payroll_redirect
Quick request - before close of business today,"Hi Sanjay,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account before close of business today. I'll send the account details separately - please confirm you're available to action this now.

Regards,
Amit Iyer
CEO, Meridian Exports",bec,fake_ceo_wire_request
Outstanding invoice INV-49608 - payment overdue,"Hello Anjali,

Invoice INV-49608 for ₹22,30,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sanjay Nair
Orion Manufacturing",bec,vendor_invoice_fraud
Second notice - INV-47700 overdue,"Hi Arjun,

We haven't received payment for INV-47700 (₹4,85,000). Please arrange the transfer immediately to avoid late fees and account suspension with Summit Logistics.

Thanks,
Arjun Nair",bec,fake_vendor_payment_reminder
Reminder: INV-83619 payment pending,"Dear Sunita,

This is a friendly reminder that invoice INV-83619 ($6,200) from Summit Logistics is still pending payment. Kindly process this immediately using the account details previously shared, and send confirmation once done.

Regards,
Priya Sharma",bec,fake_vendor_payment_reminder
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Thanks,
Vikram Mehta",bec,hr_payroll_redirect
Outstanding invoice INV-82384 - payment overdue,"Hello Karan,

Invoice INV-82384 for ₹4,85,000 remains outstanding. Please process payment before close of business today to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Sunita Bansal
Summit Logistics",bec,vendor_invoice_fraud
