subject,body,label,subtype
Bank account change notification - INV-19212,"Hello Vikram,

Due to an internal restructuring, BlueRidge Textiles has moved to a new bank account at Yes Bank. Please update your records and direct payment for INV-19212 (₹2,75,500) there right away.

Best,
Sanjay Sharma",bec,vendor_invoice_fraud
Need this done discreetly,"Hi Anjali,

This is a bit unusual, but I need gift cards purchased (₹12,40,000 total) for a surprise for the team by end of business tomorrow. Keep it between us for now.

Best regards,
Rahul Desai, Meridian Exports",bec,fake_executive_gift_card_request
Payroll account change request - without delay,"Dear,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm without delay so my next paycheck isn't delayed.

Regards,
Anita Chatterjee",bec,hr_payroll_redirect
Need your help on something urgent,"Hi Aditya,

Are you at your desk? I need a favor done quietly - a payment of ₹7,15,750 needs to go out immediately for a deal I'm closing. Let me know you got this.

Thanks,
Preeti Menon, Zenith Global",bec,fake_ceo_wire_request
Updated payment details for INV-75317,"Good morning Swati,

Please note that our banking details have changed. For invoice INV-75317 (amount $12,800), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Regards,
Accounts Team, Stellar Group",bec,vendor_invoice_fraud
Payroll account change request - before end of day,"Hi,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm before end of day so my next paycheck isn't delayed.

Best,
Preeti Mehta",bec,hr_payroll_redirect
Quick request - before end of day,"Dear Rahul,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹12,40,000 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Best,
Divya Desai
CEO, Zenith Global",bec,fake_ceo_wire_request
Outstanding invoice INV-23867 - payment overdue,"Hi Rajesh,

Invoice INV-23867 for ₹22,30,000 remains outstanding. Please process payment within the next 2 hours to our updated beneficiary account (details attached) to avoid service disruption.

Sincerely,
Kavita Pillai
Pinnacle Systems",bec,vendor_invoice_fraud
Urgent - regulatory deadline on INV-23698,"Hello Preeti,

A regulatory deadline for INV-23698 ($29,300) is approaching. Non-compliance could result in fines for Zenith Global. Please process the required payment urgently, within the hour.

Best regards,
Rohit Sharma, Legal Department",bec,fake_legal_compliance_request
Service disconnection notice - INV-45642,"Dear Priya,

Meridian Exports's account shows an overdue balance of $29,300 on INV-45642. Services will be disconnected unless payment is made urgently, within the hour. Please settle immediately to avoid disruption.

Thanks,
Billing Department",bec,fake_overdue_utility_payment
Need this done discreetly,"Good morning Vikram,

This is a bit unusual, but I need gift cards purchased (₹3,50,000 total) for a surprise for the team as soon as possible. Keep it between us for now.

Regards,
Kavita Joshi, Pinnacle Systems",bec,fake_executive_gift_card_request
Refund processing - action needed on INV-70434,"Good morning Nisha,

To process refund INV-70434 (₹18,90,000), please verify your banking information before close of business today. Delays may result in forfeiture of the refund.

Best regards,
Alok Verma",bec,fake_tax_refund_request
Service disconnection notice - INV-78874,"Good morning Preeti,

Pinnacle Systems's account shows an overdue balance of ₹12,40,000 on INV-78874. Services will be disconnected unless payment is made before end of day. Please settle immediately to avoid disruption.

Regards,
Billing Department",bec,fake_overdue_utility_payment
Need this done discreetly,"Hello Sanjay,

This is a bit unusual, but I need gift cards purchased (₹1,25,000 total) for a surprise for the team before end of day. Keep it between us for now.

Sincerely,
Aditya Reddy, Nova Industries",bec,fake_executive_gift_card_request
Quick favor - right away,"Dear Priya,

I'm tied up in meetings all day. Can you pick up a few gift cards worth $18,500 for a client appreciation event? I'll reimburse you right away. Send me the codes once purchased.

Sincerely,
Arjun Rao",bec,fake_executive_gift_card_request
Service disconnection notice - INV-99901,"Hi Swati,

Falcon Enterprises's account shows an overdue balance of $45,000 on INV-99901. Services will be disconnected unless payment is made as soon as possible. Please settle immediately to avoid disruption.

Best regards,
Billing Department",bec,fake_overdue_utility_payment
Action required: verify your payment credentials,"Hello Deepa,

Our finance system flagged your account for a routine security check. Please confirm the banking details on file right away to avoid processing delays on upcoming payments.

Regards,
IT Support, Meridian Exports",bec,fake_it_password_reset
Payroll account change request - by end of business tomorrow,"Hello,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm by end of business tomorrow so my next paycheck isn't delayed.

Regards,
Naveen Verma",bec,hr_payroll_redirect
Second notice - INV-62733 overdue,"Good morning Karan,

We haven't received payment for INV-62733 (₹18,90,000). Please arrange the transfer immediately to avoid late fees and account suspension with Apex Dynamics.

Thanks,
Karan Malhotra",bec,fake_vendor_payment_reminder
A cause close to my heart - right away,"Hi Naveen,

I'm personally supporting a relief effort and would like Falcon Enterprises to contribute $12,800 right away. I'll share the beneficiary details shortly - please keep this low-key for now.

Best regards,
Meera Rao",bec,fake_charity_donation_request
Need your help on something urgent,"Hello Preeti,

Are you at your desk? I need a favor done quietly - a payment of ₹4,85,000 needs to go out right away for a deal I'm closing. Let me know you got this.

Regards,
Divya Menon, Stellar Group",bec,fake_ceo_wire_request
Second notice - INV-77836 overdue,"Good afternoon Aditya,

We haven't received payment for INV-77836 (₹9,60,000). Please arrange the transfer within the next 2 hours to avoid late fees and account suspension with Zenith Global.

Best,
Anjali Mehta",bec,fake_vendor_payment_reminder
Final reminder before escalation - INV-47795,"Good morning Naveen,

Despite previous reminders, INV-47795 (₹9,60,000) remains unpaid. Please settle this urgently, within the hour to avoid the matter being escalated to our collections team at Falcon Enterprises.

Best,
Aditya Mehta",bec,fake_vendor_payment_reminder
Refund processing - action needed on INV-34024,"Good morning Sanjay,

To process refund INV-34024 (₹12,40,000), please verify your banking information right away. Delays may result in forfeiture of the refund.

Thanks,
Deepa Verma",bec,fake_tax_refund_request
Urgent: banking portal access expiring,"Good morning Ashok,

Your access to the banking portal expires within the next 2 hours. Please re-authenticate and confirm outstanding payment instructions before access is revoked.

Thanks,
IT Team",bec,fake_it_password_reset
Payroll account change request - right away,"Good afternoon,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm right away so my next paycheck isn't delayed.

Best,
Rohit Iyer",bec,hr_payroll_redirect
A cause close to my heart - right away,"Hello Suresh,

I'm personally supporting a relief effort and would like Summit Logistics to contribute $45,000 right away. I'll share the beneficiary details shortly - please keep this low-key for now.

Regards,
Alok Mehta",bec,fake_charity_donation_request
System migration - re-verify vendor payment info,"Hello Deepa,

As part of our ERP migration, we need you to re-confirm vendor payment details for Horizon Trading Co without delay, otherwise scheduled transfers may fail.

Regards,
Manish Gupta",bec,fake_it_password_reset
Time-sensitive legal matter - your action needed,"Hi Anjali,

I'm assisting Rajesh Agarwal on a confidential legal matter regarding Meridian Exports. We need a payment of ₹9,60,000 processed within the next 2 hours to settle this before it escalates. Please treat this as strictly confidential.

Thanks,
Legal Counsel",bec,fake_legal_compliance_request
Confidential - handle personally,"Good afternoon Vikram,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Best,
Arjun Verma",bec,fake_ceo_wire_request
Need your help on something urgent,"Dear Manish,

Are you at your desk? I need a favor done quietly - a payment of ₹7,15,750 needs to go out before close of business today for a deal I'm closing. Let me know you got this.

Sincerely,
Priya Iyer, Meridian Exports",bec,fake_ceo_wire_request
Outstanding invoice INV-81760 - payment overdue,"Good afternoon Rahul,

Invoice INV-81760 for $12,800 remains outstanding. Please process payment urgently, within the hour to our updated beneficiary account (details attached) to avoid service disruption.

Best regards,
Priya Agarwal
Stellar Group",bec,vendor_invoice_fraud
Updated payment details for INV-68972,"Good afternoon Aditya,

Please note that our banking details have changed. For invoice INV-68972 (amount $18,500), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Regards,
Accounts Team, Stellar Group",bec,vendor_invoice_fraud
Urgent: banking portal access expiring,"Hello Kavita,

Your access to the banking portal expires by end of business tomorrow. Please re-authenticate and confirm outstanding payment instructions before access is revoked.

Thanks,
IT Team",bec,fake_it_password_reset
System migration - re-verify vendor payment info,"Good morning Pooja,

As part of our ERP migration, we need you to re-confirm vendor payment details for Silverline Corp by end of business tomorrow, otherwise scheduled transfers may fail.

Sincerely,
Rahul Pillai",bec,fake_it_password_reset
Service disconnection notice - INV-59852,"Good morning Sanjay,

Stellar Group's account shows an overdue balance of $12,800 on INV-59852. Services will be disconnected unless payment is made within the next 2 hours. Please settle immediately to avoid disruption.

Best,
Billing Department",bec,fake_overdue_utility_payment
Payroll account change request - as soon as possible,"Good afternoon,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm as soon as possible so my next paycheck isn't delayed.

Thanks,
Sunita Chatterjee",bec,hr_payroll_redirect
Time-sensitive legal matter - your action needed,"Hi Naveen,

I'm assisting Rohit Kapoor on a confidential legal matter regarding Stellar Group. We need a payment of $29,300 processed within the next 2 hours to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Service disconnection notice - INV-47640,"Good afternoon Aditya,

Orion Manufacturing's account shows an overdue balance of ₹9,60,000 on INV-47640. Services will be disconnected unless payment is made as soon as possible. Please settle immediately to avoid disruption.

Best,
Billing Department",bec,fake_overdue_utility_payment
Notice: Silverline Corp banking details updated,"Hello Anjali,

We're writing to inform you that Silverline Corp's primary banking relationship has moved to ICICI Bank. Please update your vendor records and direct all future payments for INV-88725 there right away.

Regards,
Finance Team, Silverline Corp",bec,fake_supplier_bank_change
Updated payment details for INV-39100,"Good afternoon Arjun,

Please note that our banking details have changed. For invoice INV-39100 (amount $18,500), kindly remit payment to our new account at SBI going forward. Let us know once the transfer is complete.

Best regards,
Accounts Team, Summit Logistics",bec,vendor_invoice_fraud
System migration - re-verify vendor payment info,"Good morning Rahul,

As part of our ERP migration, we need you to re-confirm vendor payment details for Apex Dynamics by end of business tomorrow, otherwise scheduled transfers may fail.

Best regards,
Anjali Kapoor",bec,fake_it_password_reset
Outstanding invoice INV-57996 - payment overdue,"Hi Preeti,

Invoice INV-57996 for ₹18,90,000 remains outstanding. Please process payment right away to our updated beneficiary account (details attached) to avoid service disruption.

Best regards,
Preeti Choudhary
Falcon Enterprises",bec,vendor_invoice_fraud
Outstanding invoice INV-76355 - payment overdue,"Good afternoon Divya,

Invoice INV-76355 for ₹4,85,000 remains outstanding. Please process payment without delay to our updated beneficiary account (details attached) to avoid service disruption.

Best,
Rohit Iyer
Crestline Traders",bec,vendor_invoice_fraud
Need your help on something urgent,"Good morning Meera,

Are you at your desk? I need a favor done quietly - a payment of ₹2,75,500 needs to go out within the next 2 hours for a deal I'm closing. Let me know you got this.

Best regards,
Kavita Kapoor, Crestline Traders",bec,fake_ceo_wire_request
A cause close to my heart - without delay,"Dear Suresh,

I'm personally supporting a relief effort and would like Pinnacle Systems to contribute ₹4,85,000 without delay. I'll share the beneficiary details shortly - please keep this low-key for now.

Thanks,
Anita Gupta",bec,fake_charity_donation_request
A cause close to my heart - before end of day,"Dear Preeti,

I'm personally supporting a relief effort and would like Stellar Group to contribute ₹1,25,000 before end of day. I'll share the beneficiary details shortly - please keep this low-key for now.

Sincerely,
Naveen Mehta",bec,fake_charity_donation_request
Confidential - handle personally,"Hello Rohit,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹1,25,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this immediately?

Sincerely,
Alok Trivedi",bec,fake_ceo_wire_request
Need your help on something urgent,"Dear Anita,

Are you at your desk? I need a favor done quietly - a payment of ₹22,30,000 needs to go out urgently, within the hour for a deal I'm closing. Let me know you got this.

Best regards,
Sanjay Verma, Horizon Trading Co",bec,fake_ceo_wire_request
Second notice - INV-36465 overdue,"Hi Pooja,

We haven't received payment for INV-36465 (₹2,75,500). Please arrange the transfer without delay to avoid late fees and account suspension with Crestline Traders.

Thanks,
Sanjay Chatterjee",bec,fake_vendor_payment_reminder
Update to my direct deposit details,"Good afternoon HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Sincerely,
Arjun Iyer",bec,hr_payroll_redirect
Need your help on something urgent,"Hello Anita,

Are you at your desk? I need a favor done quietly - a payment of ₹7,15,750 needs to go out urgently, within the hour for a deal I'm closing. Let me know you got this.

Best regards,
Naveen Gupta, Vertex Solutions",bec,fake_ceo_wire_request
Notice: Silverline Corp banking details updated,"Dear Manish,

We're writing to inform you that Silverline Corp's primary banking relationship has moved to Kotak Mahindra Bank. Please update your vendor records and direct all future payments for INV-19432 there without delay.

Best,
Finance Team, Silverline Corp",bec,fake_supplier_bank_change
Notice: Falcon Enterprises banking details updated,"Good afternoon Manish,

We're writing to inform you that Falcon Enterprises's primary banking relationship has moved to IndusInd Bank. Please update your vendor records and direct all future payments for INV-86345 there before close of business today.

Sincerely,
Finance Team, Falcon Enterprises",bec,fake_supplier_bank_change
Confidential - handle personally,"Good morning Alok,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹9,60,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this by end of business tomorrow?

Best regards,
Deepa Desai",bec,fake_ceo_wire_request
Strictly confidential - do not discuss,"Dear Deepa,

We are finalizing a confidential acquisition and need ₹22,30,000 wired immediately to close the deal. Absolute discretion is required - do not discuss this with anyone outside this thread.

Thanks,
Deepa Rao, Orion Manufacturing",bec,fake_merger_acquisition_secrecy
System migration - re-verify vendor payment info,"Good morning Rajesh,

As part of our ERP migration, we need you to re-confirm vendor payment details for Meridian Exports as soon as possible, otherwise scheduled transfers may fail.

Sincerely,
Deepa Mehta",bec,fake_it_password_reset
Service disconnection notice - INV-27701,"Good afternoon Amit,

Zenith Global's account shows an overdue balance of ₹1,25,000 on INV-27701. Services will be disconnected unless payment is made without delay. Please settle immediately to avoid disruption.

Regards,
Billing Department",bec,fake_overdue_utility_payment
Reminder: INV-38944 payment pending,"Good afternoon Alok,

This is a friendly reminder that invoice INV-38944 ($29,300) from Nova Industries is still pending payment. Kindly process this without delay using the account details previously shared, and send confirmation once done.

Best regards,
Swati Reddy",bec,fake_vendor_payment_reminder
Need to change my bank details before payday,"Hello team,

My old account got closed and I need my salary redirected to a new one as soon as possible. Can someone confirm this has been updated before the next payroll run?

Thanks,
Meera Reddy",bec,hr_payroll_redirect
Confidential - handle personally,"Dear Vikram,

This is confidential, please don't discuss it with anyone else on the team yet. I need ₹4,85,000 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this without delay?

Thanks,
Arjun Menon",bec,fake_ceo_wire_request
Important: new remittance instructions,"Hello Rohit,

Effective immediately, please use our updated remittance details at Bank of Baroda for invoice INV-71667 (₹18,90,000). Confirm receipt of this notice right away.

Best regards,
Priya Bansal",bec,fake_supplier_bank_change
"Payroll account change request - urgently, within the hour","Dear,

Could you please update my salary account details on file? My previous account is no longer active. Please confirm urgently, within the hour so my next paycheck isn't delayed.

Best regards,
Priya Choudhary",bec,hr_payroll_redirect
Action required: verify your payment credentials,"Dear Swati,

Our finance system flagged your account for a routine security check. Please confirm the banking details on file before close of business today to avoid processing delays on upcoming payments.

Sincerely,
IT Support, Vertex Solutions",bec,fake_it_password_reset
Urgent: banking portal access expiring,"Good afternoon Ashok,

Your access to the banking portal expires urgently, within the hour. Please re-authenticate and confirm outstanding payment instructions before access is revoked.

Regards,
IT Team",bec,fake_it_password_reset
Updated payment details for INV-49858,"Dear Neha,

Please note that our banking details have changed. For invoice INV-49858 (amount $6,200), kindly remit payment to our new account at Bank of Baroda going forward. Let us know once the transfer is complete.

Sincerely,
Accounts Team, Vertex Solutions",bec,vendor_invoice_fraud
Important: new remittance instructions,"Good morning Neha,

Effective immediately, please use our updated remittance details at Bank of Baroda for invoice INV-89326 ($12,800). Confirm receipt of this notice urgently, within the hour.

Best regards,
Manish Sharma",bec,fake_supplier_bank_change
Service disconnection notice - INV-15864,"Hello Meera,

Pinnacle Systems's account shows an overdue balance of ₹12,40,000 on INV-15864. Services will be disconnected unless payment is made without delay. Please settle immediately to avoid disruption.

Sincerely,
Billing Department",bec,fake_overdue_utility_payment
Urgent: banking portal access expiring,"Good afternoon Sunita,

Your access to the banking portal expires by end of business tomorrow. Please re-authenticate and confirm outstanding payment instructions before access is revoked.

Regards,
IT Team",bec,fake_it_password_reset
Bank account change notification - INV-44597,"Hello Preeti,

Due to an internal restructuring, Silverline Corp has moved to a new bank account at Axis Bank. Please update your records and direct payment for INV-44597 ($12,800) there within the next 2 hours.

Thanks,
Swati Rao",bec,vendor_invoice_fraud
A cause close to my heart - without delay,"Hi Rajesh,

I'm personally supporting a relief effort and would like Crestline Traders to contribute $6,200 without delay. I'll share the beneficiary details shortly - please keep this low-key for now.

Regards,
Sunita Agarwal",bec,fake_charity_donation_request
Outstanding invoice INV-76778 - payment overdue,"Dear Arjun,

Invoice INV-76778 for ₹1,25,000 remains outstanding. Please process payment without delay to our updated beneficiary account (details attached) to avoid service disruption.

Sincerely,
Karan Nair
Horizon Trading Co",bec,vendor_invoice_fraud
"Quick request - urgently, within the hour","Dear Rohit,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of ₹22,30,000 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Best regards,
Vivek Malhotra
CEO, Falcon Enterprises",bec,fake_ceo_wire_request
Confidential - handle personally,"Good afternoon Rajesh,

This is confidential, please don't discuss it with anyone else on the team yet. I need $12,800 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this urgently, within the hour?

Best regards,
Sunita Agarwal",bec,fake_ceo_wire_request
Bank account change notification - INV-16874,"Dear Arjun,

Due to an internal restructuring, Horizon Trading Co has moved to a new bank account at Kotak Mahindra Bank. Please update your records and direct payment for INV-16874 ($18,500) there before close of business today.

Best regards,
Anjali Menon",bec,vendor_invoice_fraud
Urgent - regulatory deadline on INV-89744,"Good afternoon Nisha,

A regulatory deadline for INV-89744 (₹18,90,000) is approaching. Non-compliance could result in fines for Zenith Global. Please process the required payment immediately.

Sincerely,
Amit Choudhary, Legal Department",bec,fake_legal_compliance_request
Need to change my bank details before payday,"Dear team,

My old account got closed and I need my salary redirected to a new one urgently, within the hour. Can someone confirm this has been updated before the next payroll run?

Sincerely,
Amit Gupta",bec,hr_payroll_redirect
Outstanding invoice INV-17385 - payment overdue,"Good afternoon Ashok,

Invoice INV-17385 for ₹1,25,000 remains outstanding. Please process payment before end of day to our updated beneficiary account (details attached) to avoid service disruption.

Regards,
Deepa Reddy
Meridian Exports",bec,vendor_invoice_fraud
Update to my direct deposit details,"Dear HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Regards,
Neha Sharma",bec,hr_payroll_redirect
Need to change my bank details before payday,"Good morning team,

My old account got closed and I need my salary redirected to a new one before end of day. Can someone confirm this has been updated before the next payroll run?

Sincerely,
Sunita Desai",bec,hr_payroll_redirect
Compliance action required - INV-91728,"Good morning Ritu,

Our compliance review flagged an outstanding settlement (INV-91728, ₹7,15,750) that must be resolved within the next 2 hours to avoid regulatory penalties for Pinnacle Systems. Please action this personally.

Thanks,
Naveen Kapoor",bec,fake_legal_compliance_request
Time-sensitive legal matter - your action needed,"Hello Sanjay,

I'm assisting Neha Bansal on a confidential legal matter regarding Orion Manufacturing. We need a payment of ₹18,90,000 processed by end of business tomorrow to settle this before it escalates. Please treat this as strictly confidential.

Regards,
Legal Counsel",bec,fake_legal_compliance_request
Updated payment details for INV-44154,"Good morning Naveen,

Please note that our banking details have changed. For invoice INV-44154 (amount $45,000), kindly remit payment to our new account at Axis Bank going forward. Let us know once the transfer is complete.

Sincerely,
Accounts Team, Horizon Trading Co",bec,vendor_invoice_fraud
Strictly confidential - do not discuss,"Hello Rajesh,

We are finalizing a confidential acquisition and need ₹18,90,000 wired right away to close the deal. Absolute discretion is required - do not discuss this with anyone outside this thread.

Best,
Alok Joshi, Horizon Trading Co",bec,fake_merger_acquisition_secrecy
Second notice - INV-54829 overdue,"Hi Shreya,

We haven't received payment for INV-54829 (₹1,25,000). Please arrange the transfer as soon as possible to avoid late fees and account suspension with Apex Dynamics.

Regards,
Kavita Rao",bec,fake_vendor_payment_reminder
"Your tax refund of ₹1,25,000 is pending","Hi Arjun,

Our records show a pending refund of ₹1,25,000 owed to Crestline Traders. Please confirm your account details within the next 2 hours so we can process this before the deadline.

Sincerely,
Finance Office",bec,fake_tax_refund_request
Need your help on something urgent,"Good morning Vikram,

Are you at your desk? I need a favor done quietly - a payment of ₹2,75,500 needs to go out immediately for a deal I'm closing. Let me know you got this.

Best,
Divya Saxena, Meridian Exports",bec,fake_ceo_wire_request
Need to change my bank details before payday,"Hello team,

My old account got closed and I need my salary redirected to a new one right away. Can someone confirm this has been updated before the next payroll run?

Sincerely,
Anita Iyer",bec,hr_payroll_redirect
"A cause close to my heart - urgently, within the hour","Good afternoon Vivek,

I'm personally supporting a relief effort and would like Stellar Group to contribute ₹9,60,000 urgently, within the hour. I'll share the beneficiary details shortly - please keep this low-key for now.

Best regards,
Swati Agarwal",bec,fake_charity_donation_request
Final reminder before escalation - INV-74550,"Good morning Vivek,

Despite previous reminders, INV-74550 (₹1,25,000) remains unpaid. Please settle this right away to avoid the matter being escalated to our collections team at Apex Dynamics.

Thanks,
Meera Joshi",bec,fake_vendor_payment_reminder
Bank account change notification - INV-33241,"Hello Vivek,

Due to an internal restructuring, Vertex Solutions has moved to a new bank account at IndusInd Bank. Please update your records and direct payment for INV-33241 (₹4,85,000) there urgently, within the hour.

Thanks,
Anita Verma",bec,vendor_invoice_fraud
A cause close to my heart - before end of day,"Hi Amit,

I'm personally supporting a relief effort and would like Zenith Global to contribute $18,500 before end of day. I'll share the beneficiary details shortly - please keep this low-key for now.

Regards,
Naveen Reddy",bec,fake_charity_donation_request
Need this done discreetly,"Good afternoon Rahul,

This is a bit unusual, but I need gift cards purchased ($18,500 total) for a surprise for the team urgently, within the hour. Keep it between us for now.

Sincerely,
Rohit Nair, Stellar Group",bec,fake_executive_gift_card_request
Confidential - handle personally,"Good afternoon Neha,

This is confidential, please don't discuss it with anyone else on the team yet. I need $12,800 transferred to finalize an acquisition we're working on. Time-sensitive - can you process this before close of business today?

Thanks,
Sunita Verma",bec,fake_ceo_wire_request
Updated payment details for INV-10644,"Dear Vivek,

Please note that our banking details have changed. For invoice INV-10644 (amount $12,800), kindly remit payment to our new account at Bank of Baroda going forward. Let us know once the transfer is complete.

Regards,
Accounts Team, Vertex Solutions",bec,vendor_invoice_fraud
Compliance action required - INV-47887,"Hi Rajesh,

Our compliance review flagged an outstanding settlement (INV-47887, ₹2,75,500) that must be resolved right away to avoid regulatory penalties for Orion Manufacturing. Please action this personally.

Sincerely,
Anjali Chatterjee",bec,fake_legal_compliance_request
Bank account change notification - INV-23143,"Good afternoon Naveen,

Due to an internal restructuring, Nova Industries has moved to a new bank account at SBI. Please update your records and direct payment for INV-23143 ($12,800) there by end of business tomorrow.

Sincerely,
Arjun Trivedi",bec,vendor_invoice_fraud
Important: new remittance instructions,"Hi Alok,

Effective immediately, please use our updated remittance details at Bank of Baroda for invoice INV-26167 (₹1,25,000). Confirm receipt of this notice within the next 2 hours.

Best regards,
Neha Pillai",bec,fake_supplier_bank_change
Notice: BlueRidge Textiles banking details updated,"Good afternoon Suresh,

We're writing to inform you that BlueRidge Textiles's primary banking relationship has moved to IndusInd Bank. Please update your vendor records and direct all future payments for INV-96343 there right away.

Best regards,
Finance Team, BlueRidge Textiles",bec,fake_supplier_bank_change
Second notice - INV-85500 overdue,"Hi Nisha,

We haven't received payment for INV-85500 ($45,000). Please arrange the transfer without delay to avoid late fees and account suspension with Silverline Corp.

Best,
Anjali Agarwal",bec,fake_vendor_payment_reminder
Need your help on something urgent,"Good afternoon Deepa,

Are you at your desk? I need a favor done quietly - a payment of ₹1,25,000 needs to go out urgently, within the hour for a deal I'm closing. Let me know you got this.

Thanks,
Rajesh Choudhary, Vertex Solutions",bec,fake_ceo_wire_request
Bank account change notification - INV-34461,"Good afternoon Vivek,

Due to an internal restructuring, Meridian Exports has moved to a new bank account at Bank of Baroda. Please update your records and direct payment for INV-34461 ($29,300) there before end of day.

Best regards,
Manish Gupta",bec,vendor_invoice_fraud
Refund processing - action needed on INV-38196,"Good afternoon Kavita,

To process refund INV-38196 (₹18,90,000), please verify your banking information immediately. Delays may result in forfeiture of the refund.

Best,
Sunita Trivedi",bec,fake_tax_refund_request
Update to my direct deposit details,"Hi HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Best regards,
Ritu Iyer",bec,hr_payroll_redirect
A cause close to my heart - within the next 2 hours,"Good morning Anjali,

I'm personally supporting a relief effort and would like Zenith Global to contribute ₹2,75,500 within the next 2 hours. I'll share the beneficiary details shortly - please keep this low-key for now.

Sincerely,
Sanjay Saxena",bec,fake_charity_donation_request
Outstanding invoice INV-99636 - payment overdue,"Hi Suresh,

Invoice INV-99636 for $18,500 remains outstanding. Please process payment right away to our updated beneficiary account (details attached) to avoid service disruption.

Sincerely,
Rahul Desai
Vertex Solutions",bec,vendor_invoice_fraud
Updated payment details for INV-64809,"Good morning Sunita,

Please note that our banking details have changed. For invoice INV-64809 (amount $29,300), kindly remit payment to our new account at HDFC Bank going forward. Let us know once the transfer is complete.

Thanks,
Accounts Team, Silverline Corp",bec,vendor_invoice_fraud
"Quick request - urgently, within the hour","Hello Priya,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $45,000 to a new vendor account urgently, within the hour. I'll send the account details separately - please confirm you're available to action this now.

Thanks,
Aditya Desai
CEO, Zenith Global",bec,fake_ceo_wire_request
Important: new remittance instructions,"Good afternoon Nisha,

Effective immediately, please use our updated remittance details at ICICI Bank for invoice INV-99293 (₹7,15,750). Confirm receipt of this notice right away.

Best,
Ritu Mehta",bec,fake_supplier_bank_change
Notice: Silverline Corp banking details updated,"Dear Rohit,

We're writing to inform you that Silverline Corp's primary banking relationship has moved to Axis Bank. Please update your vendor records and direct all future payments for INV-40054 there urgently, within the hour.

Regards,
Finance Team, Silverline Corp",bec,fake_supplier_bank_change
Strictly confidential - do not discuss,"Hi Preeti,

We are finalizing a confidential acquisition and need ₹2,75,500 wired right away to close the deal. Absolute discretion is required - do not discuss this with anyone outside this thread.

Best,
Nisha Bansal, Vertex Solutions",bec,fake_merger_acquisition_secrecy
Outstanding invoice INV-48496 - payment overdue,"Hi Anjali,

Invoice INV-48496 for $45,000 remains outstanding. Please process payment by end of business tomorrow to our updated beneficiary account (details attached) to avoid service disruption.

Best,
Swati Saxena
BlueRidge Textiles",bec,vendor_invoice_fraud
Quick request - before end of day,"Hi Naveen,

I'm currently in a board meeting and can't talk right now. I need you to process a wire transfer of $18,500 to a new vendor account before end of day. I'll send the account details separately - please confirm you're available to action this now.

Sincerely,
Ritu Mehta
CEO, Horizon Trading Co",bec,fake_ceo_wire_request
Strictly confidential - do not discuss,"Hi Sanjay,

We are finalizing a confidential acquisition and need ₹7,15,750 wired before end of day to close the deal. Absolute discretion is required - do not discuss this with anyone outside this thread.

Regards,
Rajesh Malhotra, BlueRidge Textiles",bec,fake_merger_acquisition_secrecy
Update to my direct deposit details,"Good morning HR Team,

I recently switched banks and need to update my direct deposit information for payroll. Please update my account to the new details I'll send in a follow-up, and confirm the change takes effect from the next pay cycle.

Best,
Rajesh Verma",bec,hr_payroll_redirect
A cause close to my heart - before close of business today,"Hi Preeti,

I'm personally supporting a relief effort and would like BlueRidge Textiles to contribute $45,000 before close of business today. I'll share the beneficiary details shortly - please keep this low-key for now.

Thanks,
Divya Chatterjee",bec,fake_charity_donation_request
Compliance action required - INV-75273,"Good morning Meera,

Our compliance review flagged an outstanding settlement (INV-75273, ₹7,15,750) that must be resolved urgently, within the hour to avoid regulatory penalties for Summit Logistics. Please action this personally.

Best,
Pooja Agarwal",bec,fake_legal_compliance_request
